,bus_route_name,bus_route_link,bus_operator_id,bus_name,bus_type,departing_time,duration,arrival_time,star_rating,price,seats_available
3220,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,APSRTC - 9367,Super Luxury (Non AC Seater 2+2 Push Back),18:15,07h 19m,01:34,3.7,605,34
3221,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,APSRTC - 4596,Super Luxury (Non AC Seater 2+2 Push Back),18:20,09h 30m,03:50,3.7,605,22
3222,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,10h 00m,04:30,4.3,605,28
3223,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,APSRTC - 3773,Super Luxury (Non AC Seater 2+2 Push Back),18:30,07h 35m,02:05,3.5,605,23
3224,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,TSRTC - 2043,LAHARI A/C SLEEPER CUM SEATER,17:00,08h 00m,01:00,4.0,1200,5
3225,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,TSRTC - 9699,Lahari A/C sleeper,18:30,08h 00m,02:30,4.2,1740,6
3226,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,TSRTC - 9808,Lahari A/C sleeper,20:00,08h 00m,04:00,4.6,1190,6
3227,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,Yolo Bus,A/C Sleeper (2+1),21:31,07h 32m,05:03,4.6,1040,7
3228,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,08h 30m,05:30,4.4,902,6
3229,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,IntrCity SmartBus,AC Sleeper (2+1),22:00,08h 10m,06:10,4.4,1255,5
3230,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:01,07h 50m,05:51,4.3,1550,5
3231,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),22:20,07h 35m,05:55,4.3,1035,4
3232,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,IntrCity SmartBus,AC Sleeper (2+1),22:30,08h 10m,06:40,4.7,1209,9
3233,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,NueGo,Electric A/C Seater/Sleeper (2+1),20:00,08h 15m,04:15,4.1,914,6
3234,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,08h 15m,07:15,4.0,959,5
3235,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,Svkdt travels,A/C Sleeper (2+1),22:30,07h 45m,06:15,4.0,955,2
3236,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,7,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:45,07h 45m,06:30,4.0,1050,18
3237,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,17,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:00,09h 00m,02:00,4.4,2500,51
3238,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,17,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),19:30,09h 00m,04:30,4.4,2500,51
3239,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,17,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:00,09h 00m,07:00,4.4,3000,42
3240,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,17,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:30,06h 00m,04:30,4.4,3000,42
3241,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,17,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:30,06h 00m,05:30,4.4,2500,44
3242,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-BANKURA - KARUNAMOYEE - 14:15 (BNK DEPOT) - 241,Non AC Seater (2+3),16:00,04h 00m,20:00,3.7,155,37
3243,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210,Non AC Seater (2+3),16:15,03h 30m,19:45,3.1,150,41
3244,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216,Non AC Seater (2+3),16:20,04h 00m,20:20,4.1,155,22
3245,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211,Non AC Seater (2+3),16:45,03h 30m,20:15,2.4,150,52
3246,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-BANKURA - KARUNAMOYEE - A/C - 15:15 - 1500,AC Seater (2+2),17:00,04h 00m,21:00,2.5,300,15
3247,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217,Non AC Seater (2+3),17:25,04h 00m,21:25,3.5,155,37
3248,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752,Non AC Seater (2+3),17:40,03h 30m,21:10,4.0,150,50
3249,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),17:50,04h 10m,22:00,4.1,155,49
3250,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,WBTC (CTC) KARUNAMOYEE - DURGAPUR - ASANSOL (AC Volvo) Banglashree Express - 135|17:10,Volvo AC Seater (2+2),17:10,03h 15m,20:25,3.9,350,29
3251,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Express Line,Volvo 9600 A/C Seater (2+2),15:10,03h 50m,19:00,4.5,486,14
3252,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Greenline (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),15:30,04h 00m,19:30,4.2,486,3
3253,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),15:30,03h 50m,19:20,4.4,486,25
3254,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),16:00,03h 50m,19:50,4.3,486,17
3255,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,04h 00m,20:00,4.3,486,7
3256,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Express Line (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:20,04h 05m,20:25,4.4,486,11
3257,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:30,04h 00m,20:30,3.9,486,20
3258,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:45,04h 00m,20:45,4.2,486,33
3259,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,4,Greenline,Volvo A/C Seater (2+2),17:10,03h 50m,21:00,4.1,486,28
3260,Dibrugarh to North Lakhimpur,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,3,BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),15:30,04h 00m,19:30,New,240,40
3261,Dibrugarh to North Lakhimpur,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,3,Maa Jagadamba,A/C Seater Push Back (2+2),16:15,03h 15m,19:30,2.6,260,40
3262,Dibrugarh to North Lakhimpur,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,3,Maa Jagadamba,NON A/C Seater (2+3),16:20,03h 10m,19:30,2.6,250,39
3263,Dibrugarh to North Lakhimpur,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,3,Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,05h 20m,01:00,2.4,400,32
3264,Dibrugarh to North Lakhimpur,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,3,Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,04h 45m,02:00,2.3,400,26
3265,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,3,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,06h 00m,23:00,4.3,350,19
3266,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,3,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,05h 30m,00:30,4.6,300,21
3267,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,3,Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,05h 45m,00:15,3.7,567,29
3268,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,3,Maa Laxmi,NON A/C Seater Push Back (2+1),16:00,05h 30m,21:30,2.1,400,35
3269,Berhampore (West Bengal) to Suri,https://www.redbus.in/bus-tickets/berhampore-to-suri,12,Joy Jishu Tranport (Tsa NBSTC),Non AC Seater (2+3),16:10,03h 20m,19:30,3.7,96,52
3270,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 168081,Express Non AC Seater 2+3,16:40,05h 35m,22:15,2.9,258,42
3271,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 163509,Express Non AC Seater 2+3,17:05,05h 25m,22:30,2.9,258,42
3272,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 188525,Super Luxury Volvo AC Seater Pushback 2+2,18:00,04h 45m,22:45,2.8,524,35
3273,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 169316,Express Non AC Seater 2+3,19:20,04h 55m,00:15,2.9,258,42
3274,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 163512,Express Non AC Seater 2+3,20:05,05h 25m,01:30,2.9,258,42
3275,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 190961,NON AC Seater / Sleeper 2+1,22:40,06h 00m,04:40,2.9,334,37
3276,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 163517,Express Non AC Seater 2+3,23:00,06h 00m,05:00,2.9,250,42
3277,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,23:59,04h 46m,04:45,2.9,524,37
3278,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Jain travels regd,NON AC Seater / Sleeper 2+1,23:50,05h 10m,05:00,1.9,350,36
3279,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),23:00,04h 40m,03:40,3.5,450,27
3280,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Deepak Travells,NON A/C Seater/ Sleeper (2+1),21:40,04h 35m,02:15,3.3,500,37
3281,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Shri Ganesh Travels,A/C Seater / Sleeper (2+1),21:00,04h 30m,01:30,3.0,600,3
3282,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Shri Ganesh Travels,A/C Seater / Sleeper (2+1),22:00,04h 30m,02:30,3.0,450,15
3283,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),22:30,04h 30m,03:00,2.8,600,46
3284,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Pooja Travels,A/C Seater / Sleeper (2+1),19:15,06h 00m,01:15,2.7,450,40
3285,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Jain Shiv Shankar Travels,A/C Seater/Sleeper (2+1),16:00,04h 45m,20:45,2.4,600,33
3286,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Jakhar Travels,A/C Seater / Sleeper (2+1),23:00,05h 00m,04:00,3.7,429,32
3287,Kishangarh to Jodhpur,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,18,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),20:00,06h 30m,02:30,3.5,700,30
3288,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 8796,LAHARI A/C SLEEPER CUM SEATER,15:40,05h 50m,21:30,3.8,548,37
3289,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 1320,Lahari A/C sleeper,15:55,06h 45m,22:40,2.6,548,32
3290,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,06h 30m,22:30,3.8,451,33
3291,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,06h 30m,23:30,4.5,451,29
3292,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 8869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,06h 00m,23:40,3.8,451,1
3293,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,06h 30m,00:50,4.1,451,31
3294,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,08h 10m,03:40,3.9,451,31
3295,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,06h 00m,01:40,3.9,548,33
3296,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,08h 00m,04:00,4.8,451,10
3297,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,TSRTC - 4160,RAJDHANI (A.C. Semi Sleeper),20:00,07h 20m,03:20,4.3,548,31
3298,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,BSR Tours And Travels,A/C Sleeper (2+1),22:00,06h 30m,04:30,4.8,800,12
3299,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,BSR Tours And Travels,A/C Sleeper (2+1),22:00,06h 30m,04:30,4.5,800,13
3300,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,06h 45m,05:00,4.0,500,26
3301,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,06h 45m,05:00,4.4,670,24
3302,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,06h 55m,05:30,4.3,500,18
3303,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,08h 35m,05:55,4.5,500,23
3304,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,Morning Star Travels,A/C Sleeper (2+1),22:50,05h 40m,04:30,3.9,700,15
3305,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,07h 30m,04:50,4.7,650,22
3306,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,05h 45m,05:15,2.9,600,10
3307,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,9,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,06h 40m,05:00,2.9,470,20
3308,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,14,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),23:15,06h 15m,05:30,3.7,377,22
3309,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,14,Bharat paryatan (patliputra services),A/C Semi Sleeper (2+2),23:13,05h 37m,04:50,4.1,571.43,45
3310,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,14,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),23:30,07h 05m,06:35,3.9,555,8
3311,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,14,Rekha Luxury,A/C Seater / Sleeper (2+1),23:35,06h 25m,06:00,4.0,509,12
3312,Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,14,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,3.8,550,27
3313,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,RSRTC - 193700,Express Non AC Seater 2+3,16:15,04h 30m,20:45,3.9,250,38
3314,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,RSRTC - 189225,Super Luxury Volvo AC Seater Pushback 2+2,19:10,03h 50m,23:00,3.3,421,36
3315,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Milan Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:20,03h 55m,20:15,4.6,660,20
3316,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Milan Travels,A/C Seater / Sleeper (2+1),17:20,03h 25m,20:45,4.7,484,20
3317,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Milan Travels,A/C Seater / Sleeper (2+1),19:01,03h 29m,22:30,4.0,484,34
3318,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,RATHORE TRAVELS AGENCY,A/C Semi Sleeper (2+2),19:20,03h 20m,22:40,4.3,450,26
3319,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Milan Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:10,03h 15m,23:25,4.5,484,22
3320,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Shree karni Travels,A/C Seater / Sleeper (2+1),22:45,05h 10m,03:55,4.4,381,37
3321,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Shree karni Travels,NON A/C Seater/ Sleeper (2+1),23:30,04h 10m,03:40,3.2,350,42
3322,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Amar Travels,A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,3.3,429,42
3323,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,Amar Travels,A/C Seater / Sleeper (2+1),23:35,04h 30m,04:05,3.3,330,43
3324,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,18,New Deep Travels,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),16:00,03h 20m,19:20,2.8,666.67,17
3325,Ludhiana to Chandigarh,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,8,Chandigarh Transport Undertaking (CTU) - 165806,HVAC Seater (2+3),16:35,02h 45m,19:20,4.3,157.15,47
3326,Ludhiana to Chandigarh,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,8,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),15:25,02h 00m,17:25,3.6,280,30
3327,Ludhiana to Chandigarh,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,8,Jujhar Travels,Mercedes Benz A/C (2+2),18:50,02h 00m,20:50,3.8,280,44
3328,Ludhiana to Chandigarh,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,8,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,02h 10m,01:50,4.3,381,30
3329,Ludhiana to Chandigarh,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,8,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:15,02h 15m,22:30,3.7,1599,1
3330,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,APSRTC - 5087,Super Luxury (Non AC Seater 2+2 Push Back),20:00,07h 15m,03:15,2.7,613,19
3331,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,APSRTC - 5089,Super Luxury (Non AC Seater 2+2 Push Back),20:30,06h 45m,03:15,3.7,613,33
3332,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,APSRTC - 4156,Super Luxury (Non AC Seater 2+2 Push Back),21:30,07h 30m,05:00,2.8,617,33
3333,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,APSRTC - 5095,Super Luxury (Non AC Seater 2+2 Push Back),21:30,06h 45m,04:15,4.0,613,24
3334,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,APSRTC - 5051,VENNELA (A.C. SLEEPER),21:30,06h 50m,04:20,3.5,1131,10
3335,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),22:30,07h 00m,05:30,4.9,690,7
3336,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:40,08h 20m,06:00,4.7,900,2
3337,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30,07h 30m,06:00,4.7,899,4
3338,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,AdJabbar Travels,A/C Sleeper (2+1),22:30,07h 30m,06:00,4.0,600,8
3339,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,7,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),21:40,07h 50m,05:30,4.5,600,12
3340,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,UPSRTC - TAJ0058,Pink Express AC Seater 2+2,17:30,03h 35m,21:05,3.3,499,40
3341,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,UPSRTC - SKB0018,Ordinary Non AC Seater 2+3,18:00,05h 20m,23:20,3.3,295,52
3342,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,UPSRTC - TAJ0014,Janrath AC Seater 2+2,18:01,04h 14m,22:15,3.3,534,36
3343,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,UPSRTC - NDD0012,Ordinary Non AC Seater 2+3,20:00,03h 58m,23:58,3.3,345,52
3344,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,RSRTC - 159504,Express Non AC Seater 2+3,18:30,05h 50m,00:20,3.7,286,46
3345,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,RSRTC - 160836,Express Non AC Seater 2+3,19:30,09h 30m,05:00,3.7,286,46
3346,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,NueGo,Electric A/C Seater (2+2),17:00,04h 30m,21:30,4.2,343,1
3347,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,Hans Travels (I) Private Limited,A/C Sleeper (2+1),18:00,03h 45m,21:45,3.8,300,20
3348,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,NueGo,Electric A/C Seater (2+2),18:00,05h 15m,23:15,3.7,309,20
3349,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,FlixBus,A/C Sleeper (2+1),18:30,04h 20m,22:50,4.3,285,9
3350,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra,2,NueGo,Electric A/C Seater (2+2),19:00,04h 30m,23:30,3.8,284,28
3351,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2,UPSRTC - BRT0002,Ordinary Non AC Seater 2+3,19:00,05h 30m,00:30,3.3,394,52
3352,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2,UPSRTC - RAT0035,Ordinary Non AC Seater 2+3,22:10,03h 35m,01:45,3.3,294,52
3353,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2,UPSRTC - ETD0017,Ordinary Non AC Seater 2+3,23:55,04h 35m,04:30,3.3,295,52
3354,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,2,NueGo,Electric A/C Seater (2+2),15:10,04h 35m,19:45,3.6,284,6
