,bus_route_name,bus_route_link,bus_operator_id,bus_name,bus_type,departing_time,duration,arrival_time,star_rating,price,seats_available
1,Cooch Behar (West Bengal) to Farakka,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-farakka,1,NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:00,09h 30m,04:30,4.5,367,21
2,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - BTR0028,Ordinary Non AC Seater 2+3,15:51,09h 12m,01:03,3.3,408,52
3,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZS0019,Ordinary Non AC Seater 2+3,16:00,05h 00m,21:00,3.3,457,52
4,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0023,Ordinary Non AC Seater 2+3,16:00,04h 50m,20:50,3.3,457,52
5,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0040,Janrath AC Seater 2+2,16:20,05h 00m,21:20,3.3,666,36
6,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0018,Ordinary Non AC Seater 2+3,16:30,05h 00m,21:30,3.3,457,52
7,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0041,Janrath AC Seater 2+2,17:00,05h 00m,22:00,3.3,666,36
8,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0042,Janrath AC Seater 2+2,17:40,05h 05m,22:45,3.3,666,36
9,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - DRG0005,Rajdhani Non AC Seater 2+3,18:00,05h 45m,23:45,3.3,457,51
10,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0025,Ordinary Non AC Seater 2+3,18:00,05h 00m,23:00,3.3,457,52
11,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - BTR0025,Ordinary Non AC Seater 2+3,18:03,06h 59m,01:02,3.3,457,52
12,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,05h 20m,23:50,3.3,666,36
13,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0021,Ordinary Non AC Seater 2+3,19:00,08h 50m,03:50,3.3,411,52
14,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZR0027,Ordinary Non AC Seater 2+3,19:30,04h 35m,00:05,3.3,457,52
15,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - CBG0158,Janrath AC Seater 2+2,19:30,04h 55m,00:25,3.3,666,36
16,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZS0023,Ordinary Non AC Seater 2+3,20:00,05h 00m,01:00,3.3,457,52
17,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - CBG0159,Janrath AC Seater 2+2,20:30,04h 45m,01:15,3.3,666,36
18,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZS0021,Ordinary Non AC Seater 2+3,20:30,05h 00m,01:30,3.3,457,52
19,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - GZP0018,Ordinary Non AC Seater 2+3,20:30,06h 37m,03:07,3.3,411,52
20,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZS0025,Ordinary Non AC Seater 2+3,21:00,05h 00m,02:00,3.3,457,52
21,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZS0031,Janrath AC Seater 2+2,21:50,05h 20m,03:10,3.3,666,36
22,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - BTR0027,Ordinary Non AC Seater 2+3,22:10,08h 21m,06:31,3.3,441,51
23,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - AZS0033,Janrath AC Seater 2+2,22:30,05h 20m,03:50,3.3,666,36
24,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - BUI0013,Ordinary Non AC Seater 2+3,22:45,04h 45m,03:30,3.3,421,52
25,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - GLA0144,Janrath AC Seater 2+2,22:55,05h 19m,04:14,3.3,666,32
26,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,UPSRTC - BDV0464,Ordinary Non AC Seater 2+3,23:59,06h 26m,06:25,3.3,457,52
27,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Ashok Tour And Travels,AC Seater (2+2),16:00,03h 30m,19:30,4.6,549,21
28,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Aarohi Travels,AC Seater (2+2),15:00,03h 30m,18:30,3.4,500,39
29,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Ashok Tour And Travels,A/C Seater (2+1),19:30,03h 15m,22:45,2.4,549,16
30,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Ashok Tour And Travels,AC Seater (2+2),17:30,03h 15m,20:45,3.7,549,27
31,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Aarohi Travels,Non AC Seater (2+2),17:00,04h 00m,21:00,3.4,400,40
32,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Aditya Bus Service,Non AC Seater (2+2),15:00,04h 40m,19:40,2.5,399,22
33,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,2,Shiv Ganga,A/C Seater Push Back (2+2),15:30,03h 50m,19:20,1.5,799,29
34,North Lakhimpur to Tezpur,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,3,DESTINY TRAVELS,NON A/C Seater (2+1),19:45,28h 00m,23:45,1.8,428,25
35,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,05h 34m,21:35,3.9,285,46
36,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,05h 45m,22:15,4.4,273,43
37,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,07h 20m,01:20,3.9,350,29
38,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,05h 30m,00:30,2.0,452,7
39,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:02,05h 59m,02:01,3.9,419,26
40,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,06h 30m,03:30,3.9,398,7
41,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),21:29,06h 04m,03:33,3.9,419,28
42,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:06,05h 55m,04:01,4.6,419,20
43,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),22:15,05h 40m,03:55,3.9,419,14
44,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,06h 40m,05:40,4.5,319,19
45,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,National travels and logistics,NON A/C Sleeper (2+1),20:45,07h 15m,04:00,3.3,599,15
46,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,07h 00m,04:00,3.1,599,32
47,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,06h 00m,03:00,3.9,750,32
48,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,07h 15m,04:30,3.3,750,23
49,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,A1 Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,3.3,600,12
50,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,Ravina Travels (Regd),A/C Sleeper (2+1),14:35,06h 55m,21:30,3.0,1619,28
51,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,Bharathi Travels,A/C Sleeper (2+1),15:00,06h 00m,21:00,3.0,1290,1
52,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,SAAM BUS,VE A/C Sleeper (2+1),20:30,07h 30m,04:00,4.3,850,8
53,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,SKS Tours & Travels,A/C Sleeper (2+1),21:00,07h 00m,04:00,4.0,849,13
54,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,6,National travels and logistics,A/C Sleeper (2+1),21:00,06h 15m,03:15,3.3,845,19
55,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 5984,Super Luxury (Non AC Seater 2+2 Push Back),21:15,05h 30m,02:45,3.2,467,19
56,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 4590,Super Luxury (Non AC Seater 2+2 Push Back),21:30,05h 15m,02:45,3.9,467,31
57,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 4578,INDRA(A.C. Seater),22:00,04h 44m,02:44,3.7,565,14
58,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 48020,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04h 54m,03:09,3.8,467,22
59,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 5997,Super Luxury (Non AC Seater 2+2 Push Back),22:15,05h 27m,03:42,4.1,467,22
60,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 4584,Super Luxury (Non AC Seater 2+2 Push Back),22:15,05h 04m,03:19,4.0,467,10
61,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 5944,Super Luxury (Non AC Seater 2+2 Push Back),22:25,05h 33m,03:58,4.0,467,14
62,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 4588,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05h 04m,03:49,4.1,467,11
63,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 5969,INDRA(A.C. Seater),22:50,03h 54m,02:44,3.6,565,27
64,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,APSRTC - 5938,Super Luxury (Non AC Seater 2+2 Push Back),23:05,05h 37m,04:42,3.5,435,12
65,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,TSRTC - 8917,Lahari Non A/C Sleeper Cum Seater,18:00,07h 15m,01:15,4.4,369,27
66,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,TSRTC - 7864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,06h 30m,02:15,3.4,459,27
67,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,TSRTC - 6002,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 25m,02:25,3.8,459,31
68,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,TSRTC - 7462,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,04h 55m,02:50,3.4,439,19
69,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),23:05,06h 25m,05:30,4.2,600,5
70,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,SK BUS TRAVELS,Non A/C Seater / Sleeper (2+1),22:45,08h 45m,07:30,4.2,3000,32
71,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Kamakshi Tours And Travels,A/C Seater / Sleeper (2+1),22:25,07h 55m,06:20,4.2,650,10
72,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Kaveri Travels,A/C Sleeper (2+1),22:55,06h 05m,05:00,3.6,990,14
73,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Raja Buses,NON A/C Seater/ Sleeper (2+1),23:10,06h 20m,05:30,4.3,690,11
74,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Anish Travels,Non A/C Seater / Sleeper (2+1),21:00,05h 30m,02:30,New,600,30
75,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 45m,05:30,3.7,850,2
76,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,V Kaveri Travels,A/C Sleeper (2+1),22:30,06h 45m,05:15,3.2,980,15
77,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 45m,05:30,3.2,700,25
78,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,7,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:25,07h 55m,06:20,3.9,2000,21
79,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 551,A/C Executive (2+3),15:30,05h 55m,21:25,4.1,375,37
80,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 521,Ordinary 3+2 Non AC Seater,16:40,05h 40m,22:20,3.9,265,37
81,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 526,Ordinary 3+2 Non AC Seater,17:00,06h 00m,23:00,3.9,285,30
82,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 502,Himsuta AC Seater Volvo/Scania 2+2,17:30,05h 26m,22:56,3.9,523,35
83,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 528,A/C Executive (2+3),17:31,05h 49m,23:20,3.9,380,44
84,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 517,Ordinary 3+2 Non AC Seater,17:35,05h 45m,23:20,3.9,285,37
85,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 586,Ordinary 3+2 Non AC Seater,17:40,04h 50m,22:30,3.9,265,37
86,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,05h 41m,23:40,3.9,270,27
87,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,05h 20m,23:40,3.9,300,25
88,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,HRTC - 530,Ordinary 3+2 Non AC Seater,18:20,05h 30m,23:50,3.9,270,37
89,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,RSRTC - 183801,Express Non AC Seater 2+3,15:30,05h 30m,21:00,3.7,320,42
90,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,NueGo,Electric A/C Seater (2+2),14:30,05h 05m,19:35,3.5,451,3
91,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,NueGo,Electric A/C Seater (2+2),15:30,05h 05m,20:35,3.7,428,30
92,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,FlixBus,A/C Seater (2+2),16:00,05h 55m,21:55,3.7,217,27
93,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,NueGo,Electric A/C Seater (2+2),16:30,05h 25m,21:55,3.6,428,40
94,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,06h 05m,23:05,4.3,400,20
95,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,KVS Holidays,A/C Seater / Sleeper (2+2),17:00,05h 30m,22:30,3.0,199,42
96,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,06h 00m,23:00,3.6,495,27
97,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,05h 50m,22:50,4.6,499,32
98,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,8,NueGo,Electric A/C Seater (2+2),17:30,05h 05m,22:35,3.9,429,37
99,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5151,STAR LINER(NON-AC SLEEPER 2+1),18:00,09h 15m,03:15,3.9,677,2
100,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5870,Super Luxury (Non AC Seater 2+2 Push Back),18:30,09h 30m,04:00,3.6,522,2
101,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5070,Super Luxury (Non AC Seater 2+2 Push Back),18:45,08h 30m,03:15,4.0,556,3
102,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 48821,Super Luxury (Non AC Seater 2+2 Push Back),19:00,09h 15m,04:15,4.1,522,5
103,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5054,Super Luxury (Non AC Seater 2+2 Push Back),19:15,09h 45m,05:00,3.7,524,3
104,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5994,Super Luxury (Non AC Seater 2+2 Push Back),19:30,10h 15m,05:45,3.5,522,2
105,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5181,Super Luxury (Non AC Seater 2+2 Push Back),19:40,09h 00m,04:40,3.5,524,5
106,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5922,Super Luxury (Non AC Seater 2+2 Push Back),19:45,09h 05m,04:50,3.5,522,1
107,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5916,Super Luxury (Non AC Seater 2+2 Push Back),19:50,09h 10m,05:00,3.0,572,2
108,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,APSRTC - 5906,INDRA(A.C. Seater),20:00,09h 30m,05:30,4.2,632,7
109,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,08h 30m,06:15,4.7,690,11
110,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,08h 35m,06:15,4.4,1055,9
111,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,08h 15m,05:45,4.2,1150,15
112,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:30,07h 16m,05:46,4.2,1220,13
113,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Chandu Travels,A/C Sleeper (2+1),22:15,07h 30m,05:45,4.1,915,3
114,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.1,700,7
115,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Sri Krishna Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,3.9,1300,10
116,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Kaveri Travels,A/C Sleeper (2+1),21:30,09h 00m,06:30,3.5,1050,12
117,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:00,07h 30m,05:30,3.4,700,12
118,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,9,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,07h 55m,06:25,3.3,900,7
119,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - AWD0006,Janrath AC Seater 2+2,15:30,04h 30m,20:00,3.3,458,35
120,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - ALM0008,Volvo AC Seater 2+2,16:00,04h 30m,20:30,4.1,658,38
121,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - AWD0193,Janrath AC Seater 2+2,16:11,04h 59m,21:10,3.3,458,36
122,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - VND0059,Rajdhani Non AC Seater 2+3,16:45,05h 00m,21:45,3.3,310,51
123,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - ALM0125,Shatabdi AC Seater 2+2,16:50,05h 40m,22:30,3.3,458,35
124,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - AWD0028,Janrath AC Seater 2+2,17:15,05h 00m,22:15,3.3,458,36
125,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - AWD0034,Janrath AC Seater 2+2,17:35,05h 00m,22:35,3.3,458,36
126,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - AWD0008,Janrath AC Seater 2+2,18:00,04h 30m,22:30,3.3,458,36
127,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - PYD0023,Volvo AC Seater 2+2,18:30,04h 30m,23:00,3.3,658,38
128,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - PYD0158,Janrath AC Seater 2+3,19:01,04h 30m,23:31,3.3,396,48
129,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - PYD0025,Volvo AC Seater 2+2,19:30,04h 29m,23:59,3.3,658,39
130,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - PYD0027,Volvo AC Seater 2+2,20:30,04h 30m,01:00,3.3,658,39
131,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - LDR0016,Janrath AC Seater 2+3,22:00,05h 00m,03:00,2.4,396,48
132,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - CBG0031,Janrath AC Seater 2+2,22:02,06h 43m,04:45,3.3,458,36
133,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - ALM0181,Volvo AC Seater 2+2,22:45,04h 30m,03:15,3.3,658,39
134,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,UPSRTC - LDR0018,Janrath AC Seater 2+3,23:00,04h 45m,03:45,2.7,396,48
135,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,Sethi Yatra Company,A/C Seater / Sleeper (2+1),18:30,05h 20m,23:50,3.0,739,20
136,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,04h 15m,23:45,3.1,499,15
137,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 15m,01:30,3.0,499,17
138,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,ARORA TRAVELS,Volvo AC Seater (2+2),22:31,04h 40m,03:11,4.4,703,25
139,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,Sethi Yatra Company,A/C Sleeper (2+1),23:59,06h 01m,06:00,3.0,569,27
140,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2,Goyal Travels,A/C Seater / Sleeper (2+1),18:35,04h 50m,23:25,2.6,1199,14
141,Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa,10,S R Travels,NON A/C Sleeper (2+1),01:00,05h 00m,06:00,1.7,799,11
142,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,8,NueGo,Electric A/C Seater (2+2),18:00,04h 55m,22:55,3.8,382,23
143,Chandigarh to Dehradun,https://www.redbus.in/bus-tickets/chandigarh-to-dehradun,8,NueGo,Electric A/C Seater (2+2),19:00,03h 55m,22:55,3.4,382,27
